"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","DEPRECATED healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","no-sale-last-6-months","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","fba-minimum-inventory-level","fba-inventory-level-health-status","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","supplier","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-07-28","SS-BAMBOO-LIGHT-OLIVE-KING-6PCS","X004D8Q1BN","B0DDV13P1L","SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets King Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Light Olive)","New","49","0","0","1","2","5","41","0","0","USD","1","9","18","24","","69.99","0.0","69.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","169.65","0.39","0.357788","cubic feet","Standard","17.531612","US","gl_home","86667","146","37","21","26","69.99","69.99","620.81","1267.17","1687.11","0","0","1","46","0","93.72","0","0","0","0","","0","0","1","0.18","0","0.0","4","2.15","25","48.75","17","34.67","0","0.0","0","0.0","0","0.0","233.2","18","Excess","","","2026-07-27","Yes","No","173.3","233.2","2026-07-25","49","0","0","0","146","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-QUEEN-SAGE-GREEN","X004CBP8R9","B0DBW1NX31","DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Sage Green)","New","111","1","0","102","23","0","0","0","0","USD","21","69","129","177","","17.95","0.0","17.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.92","0.133984","cubic feet","Standard","14.872224","US","gl_home","9976","64","0","6","8","17.94","376.75","1230.21","2296.11","3180.71","1","41","60","0","0","8.86","0","0","0","0","","6","0","","","","","","","","","","","","","","","","","101.6","85","Healthy","96","2026-08-04","2026-07-27","Yes","No","67.5","101.6","2026-07-25","112","3","3","0","69","unassigned","N","","",""
"2026-07-28","SATIN-TAUPE-TWIN","X003RXOAOF","B0BZPVYJK4","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Taupe)","New","85","0","0","0","0","0","30","56","0","USD","0","0","1","2","Low conversion","26.95","0.0","25.16","0.0","Lower price","","0.0","0","0","3477.35","0.02","0.151529","cubic feet","Standard","12.879965","US","gl_home","4372","366","85","","552","25.16","0.0","0.0","27.95","54.91","0","0","0","0","30","95.08","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","18","16.08","68","71.11","0","0.0","","1","Excess","","","","","","","7810.0","2026-07-25","85","0","0","0","366","unassigned","N","","",""
"2026-07-28","SATIN-STONEGREY-QUEEN-6PCS","X003UM8QVL","B0C7FTB8MQ","DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Stone Grey)","New","389","0","0","3","9","5","391","0","0","USD","6","36","63","79","","30.95","0.0","23.96","0.0","NoRestockExcessActionRequired","","0.0","0","0","6521.58","0.18","0.27928","cubic feet","Standard","108.63992","US","gl_home","15592","366","312","43","64","23.96","173.72","1115.32","1960.37","2497.57","1","1","1","396","0","661.15","0","0","0","0","","5","0","3","0.42","1","0.28","2","0.84","3","4.57","388","617.65","0","0.0","0","0.0","0","0.0","503.6","55","Excess","","","2026-07-27","Yes","No","351.7","503.6","2026-07-25","389","2","3","0","366","unassigned","N","","",""
"2026-07-28","LINEN-CURTAIN-52x72-NATURAL-2-PCS","X004NSBTC9","B0F637Y2S7","DECOLURE Linen Blackout Curtains - SunShield 72 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 72 Length x 52 in (Natural)","New","40","1","0","2","2","1","36","0","0","USD","0","0","4","4","Low traffic","28.99","0.0","28.99","0.0","Advertise listing","","0.0","0","0","2390.69","0.1","0.199952","cubic feet","Standard","7.99808","US","gl_home","456744","366","41","","130","28.99","0.0","0.0","110.16","110.16","1","1","0","1","36","55.23","0","0","0","0","","0","0","3","0.3","0","0.0","0","0.0","0","0.0","0","0.0","16","18.88","20","27.6","0","0.0","1211.0","5","Excess","","","2026-07-27","Yes","No","1211.0","938.5","2026-07-25","41","0","0","0","366","unassigned","N","","",""
"2026-07-28","SS-SATIN-STRIPED-BLUE-QUEEN-4PCS","X004D7EX8H","B0DDR3M171","SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Blue)","New","75","0","0","0","2","2","0","2","70","USD","0","11","14","18","","33.95","31.95","27.56","0.0","NoRestockExcessActionRequired","","0.0","0","0","3118.35","0.21","0.273642","cubic feet","Standard","20.52315","US","gl_home","8682","366","75","27","54","33.95","0.0","353.1","454.16","589.96","0","0","0","2","0","164.9","0","0","0","0","","1","0","2","0.28","2","0.55","0","0.0","0","0.0","0","0.0","0","0.0","2","3.78","70","151.32","414.4","18","Excess","","","2026-07-27","Yes","No","187.5","414.4","2026-07-25","75","0","1","0","366","unassigned","N","","",""
"2026-07-28","SS-SATIN-BLUE-FULL-4PCS","X004D7EXHX","B0DDR28N8X","SLEEP SANCTUARY Satin Sheets Full Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Blue)","New","31","0","0","0","0","2","3","27","0","USD","0","6","13","15","","31.95","29.95","27.56","0.0","NoRestockExcessActionRequired","","0.0","0","0","2217.27","0.37","0.253515","cubic feet","Standard","7.858965","US","gl_home","8682","237","31","20","26","31.95","0.0","182.53","391.01","454.91","0","0","0","5","0","57.06","0","0","0","0","","0","0","0","0.0","1","0.25","0","0.0","1","1.38","0","0.0","3","4.49","27","47.24","0","0.0","247.1","8","Excess","","","2026-07-27","Yes","No","129.8","247.1","2026-07-25","31","0","0","0","237","unassigned","N","","",""
"2026-07-28","BEACH-TOWEL-PT-WAVE-CYAN","X004HYVJNN","B0DQ97GSMF","DECOLURE Turkish Beach Towel Oversized 39x73 Inch - 100% Turkish Cotton, Quick Dry and Sand Free Beach Towels for Travel - Lightweight, Absorbent & Soft Peshtemal Towel - (Cyan Wave)","New","231","0","0","0","1","1","1","0","228","USD","8","50","93","121","Low traffic","19.99","0.0","19.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","5135.34","0.4","0.126673","cubic feet","Standard","29.261463","US","gl_home","312452","366","231","18","24","19.99","159.92","993.0","1842.87","2408.51","0","0","0","1","1","261.56","0","0","0","0","","0","0","1","0.06","0","0.0","0","0.0","1","0.69","0","0.0","0","0.0","1","0.87","228","228.16","299.9","12","Excess","","","2026-07-27","Yes","No","199.4","299.9","2026-07-25","231","0","0","0","366","unassigned","N","","",""
"2026-07-28","BAMBOO-FULL-MIDGREY","X003TONHOV","B0BZQ43D7W","DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Midgrey)","New","92","0","0","62","32","0","0","0","0","USD","7","22","44","55","","69.99","0.0","61.74","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.49","0.254474","cubic feet","Standard","23.411608","US","gl_home","9485","236","0","18","24","69.99","440.43","1388.42","2806.09","3507.22","2","18","42","0","0","21.66","12","0","12","0","","1","0","7","0.89","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","152.4","29","Healthy","","","2026-07-27","Yes","No","132.9","152.4","2026-07-25","104","1","0","0","239","unassigned","N","","",""
"2026-07-28","BAMBOO-KING-NAVYBLUE-6PCS","X00439189R","B0CQ316YRY","DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Navy Blue)","New","85","140","0","226","0","0","0","0","0","USD","26","96","161","161","","89.99","0.0","89.99","0.0","GoToRestock","","0.0","0","0","0.0","1.61","0.358214","cubic feet","Standard","30.44819","US","gl_home","9357","83","0","7","14","89.99","2299.74","8307.04","13461.29","13461.29","186","40","0","0","0","62.99","96","96","0","0","","2","0","","","","","","","","","","","","","","","","","37.4","148","Healthy","","","2026-07-27","No","No","36.0","37.4","2026-07-25","321","2","0","0","117","unassigned","N","","",""
"2026-07-28","SS-SATIN-DARK-GREEN-TWIN-3PCS","X004D7K7FZ","B0DDRDWVK1","SLEEP SANCTUARY Satin Sheets Twin Size – 3 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Dark Green)","New","31","0","0","0","0","1","30","0","0","USD","0","2","6","10","","29.95","27.95","26.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","1333.42","0.31","0.156398","cubic feet","Standard","4.848338","US","gl_home","8682","366","31","62","40","26.94","0.0","59.89","179.69","314.49","0","0","0","31","0","31.02","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","1","0.85","30","26.75","0","0.0","0","0.0","0","0.0","478.0","5","Excess","","","2026-07-27","Yes","No","478.0","291.6","2026-07-25","31","0","0","0","366","unassigned","N","","",""
"2026-07-28","SS-SATIN-STRIPED-GOLD-QUEEN-4PCS","X004D7K89P","B0DDRB21ZG","SLEEP SANCTUARY Satin Sheets Queen Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Gold)","New","2","0","0","0","1","1","0","0","0","USD","3","3","6","6","","33.95","31.95","27.56","0.0","CreateShippingPlan","","0.0","0","0","44.36","0.8","0.284674","cubic feet","Standard","0.569348","US","gl_home","8682","14","0","2","4","33.95","82.68","82.68","173.95","173.95","0","0","0","1","0","0.83","0","0","0","0","","0","0","1","0.14","1","0.28","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","123.0","8","Low stock","11","2026-08-02","2026-07-27","Yes","No","37.0","123.0","2026-07-25","2","0","0","0","14","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-KING-PINK","X004CBP8ZL","B0DBW17V8N","DECOLURE Satin Fitted Sheet King Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Pink)","New","117","20","0","140","0","0","0","0","0","USD","7","37","83","167","","19.95","0.0","19.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.43","0.198766","cubic feet","Standard","23.255622","US","gl_home","9976","251","0","12","9","19.94","134.9","649.62","1414.84","2580.66","41","99","0","0","0","27.2","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","89.7","42","Healthy","","","2026-07-27","Yes","No","89.7","56.6","2026-07-25","137","0","0","0","251","unassigned","N","","",""
"2026-07-28","BAMBOO-FULL-CHARCOAL-6PCS","X00438MCQV","B0CQ31ZKNJ","DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Charcoal)","New","22","1","0","8","15","0","0","0","0","USD","3","17","38","48","","74.99","0.0","74.99","0.0","CreateShippingPlan","","0.0","0","0","0.0","0.97","0.246682","cubic feet","Standard","5.427004","US","gl_home","9357","85","0","5","5","74.99","224.97","1170.58","2683.37","3431.52","1","6","1","0","0","4.68","0","0","0","0","","0","0","9","1.11","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","75.5","19","Healthy","14","2026-08-03","2026-07-27","Yes","No","32.3","75.5","2026-07-25","23","0","0","0","85","unassigned","N","","",""
"2026-07-28","DC-BAMBOO-FITTED-KING-LIGHT-GREY-1PC","X004W8GEVV","B0FX2SK7TX","DECOLURE 100% Viscose Derived from Bamboo Fitted Sheet | King Size Fitted Sheet Only | Ultra Soft Cooling Sheets for Hot Sleepers, 17"" Deep Pocket w/Corner Straps, Breathable, Oeko-Tex (Light Grey)","New","145","0","0","150","0","0","0","0","0","USD","12","36","36","36","","33.95","0.0","33.95","0.0","Edit listing","","","0","0","","0.25","0.223711","cubic feet","Standard","32.438095","US","gl_home","40126","101","0","16","52","33.95","407.4","1164.2","1164.2","1164.2","0","0","150","0","0","","0","0","0","0","","2","0","","","","","","","","","","","","","","","","","195.6","78","Healthy","","","2026-07-27","Yes","No","145.7","195.6","2026-07-25","145","1","1","0","104","unassigned","N","","",""
"2026-07-28","BAMBOO-FULL-CREME","X002O51103","B08KQJ3JSW","DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Creme)","New","77","2","0","50","32","0","0","0","0","USD","8","22","53","76","","69.99","0.0","61.73","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.76","0.222549","cubic feet","Standard","17.136273","US","gl_home","9485","147","0","14","13","69.99","510.36","1436.17","3476.46","4959.21","25","25","0","0","0","18.36","0","0","0","0","","1","0","23","2.55","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","106.7","43","Healthy","","","2026-07-27","Yes","No","106.7","94.4","2026-07-25","79","1","0","0","149","unassigned","N","","",""
"2026-07-28","SATIN-6PC-FULL-WHITE","X004BUWF31","B0D9R9B1VT","DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (White)","New","55","0","0","0","1","48","7","0","0","USD","4","8","14","23","","27.95","0.0","27.95","0.0","NoRestockExcessActionRequired","","0.0","0","0","2941.48","0.32","0.208541","cubic feet","Standard","11.469755","US","gl_home","15592","366","55","27","31","27.95","106.96","225.26","397.74","670.63","0","0","0","55","0","25.6","0","0","0","0","","1","1","0","0.0","42","8.75","6","1.88","7","7.96","0","0.0","0","0.0","0","0.0","0","0.0","230.8","9","Excess","","","2026-07-27","Yes","No","205.9","230.8","2026-07-25","55","1","0","0","366","unassigned","N","","",""
"2026-07-28","SATIN-TWIN-BLUSH PINK","X0041PJHXH","B0CNS85C1K","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Blush Pink)","New","19","0","0","12","8","0","0","0","0","USD","1","8","20","28","","27.95","0.0","27.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.84","0.177834","cubic feet","Standard","3.378846","US","gl_home","4372","103","0","9","8","27.94","27.94","222.19","540.33","778.94","0","0","12","0","0","2.16","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","102.0","14","Healthy","8","2026-08-04","2026-07-27","Yes","No","63.7","102.0","2026-07-25","19","0","0","0","103","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-TWIN-REGAL-PURPLE","X004OD1CAR","B0F7LXNNGZ","SLEEPHORIA Cooling Sheets - BreezeWeave 3 PC Twin Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Regal Purple)","New","6","6","0","1","12","0","0","0","0","USD","1","11","21","28","","49.99","0.0","49.99","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.01","0.213861","cubic feet","Standard","1.283166","US","gl_home","82219","55","0","2","2","49.99","49.99","547.39","1044.79","1429.72","0","1","0","0","0","1.56","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","86.9","12","Healthy","8","2026-08-02","2026-07-27","Yes","No","36.2","86.9","2026-07-25","12","0","0","0","55","unassigned","N","","",""
"2026-07-28","Amazon.Found.B0C9LS8Z18","B0C9LS8Z18","B0C9LS8Z18","DECOLURE Cooling Bed Sheets King Set 4pcs - Luxurious & Ultra-Soft King Size Cooling Sheets for Hot Sleepers - Comfortable & Cool Bamboo Viscose Microfiber Sheets King Size w/Deep Pockets (Purple)","","0","0","0","0","0","0","8","0","0","USD","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","","","0","0","","2.5","0.241113","cubic feet","Standard","0.0","US","gl_home","","0","0","","","37.95","","","","","0","0","0","8","0","","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","8","10.51","0","0.0","0","0.0","0","0.0","0","0.0","","","","13","2026-07-27","","","","","","2026-07-25","0","0","0","0","0","unassigned","N","","",""
"2026-07-28","SATIN-STRIPE-TWIN-BLACK","X0030KP0B7","B09G6H23C3","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Black)","New","35","0","0","0","0","31","1","0","3","USD","0","2","5","6","","35.95","0.0","25.16","0.0","NoRestockExcessActionRequired","","0.0","0","0","1490.14","0.16","0.160275","cubic feet","Standard","5.609625","US","gl_home","4372","366","35","70","75","25.16","0.0","55.9","152.75","170.2","0","0","0","32","0","16.17","0","0","0","0","","0","0","0","0.0","0","0.0","31","7.44","0","0.0","0","0.0","1","0.95","0","0.0","3","3.8","576.2","7","Excess","","","2026-07-27","Yes","No","355.3","576.2","2026-07-25","35","0","0","0","366","unassigned","N","","",""
"2026-07-28","SL-CLG-COMF-BLUE/DARK-GREY-QUEEN","X004OD3BZV","B0F7M56896","SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Queen Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 90 x 90 in (Blue & Dark Grey)","New","79","4","0","89","0","0","0","0","0","USD","13","45","96","109","","64.99","0.0","59.99","0.0","NoExcessInventory","","0.0","0","0","0.0","1.56","0.711854","cubic feet","Standard","56.236466","US","gl_home","67231","76","0","7","9","59.99","779.87","2690.55","5735.04","6544.91","13","76","0","0","0","178.19","0","0","0","0","","4","0","","","","","","","","","","","","","","","","","70.0","30","Healthy","","","2026-07-27","Yes","No","70.0","53.5","2026-07-25","83","3","1","0","79","unassigned","N","","",""
